Classifier,Featurelist,CV_Score,PublicAMS,PrivateAMS,time_train,time_pred,Settings,None,None,None,None,None,None,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.27761460950214,2.29685559668316,2.47714209556579,1.62113595008850,threshold=0.14,steps_=24,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,2.32013487815856,1.38212203979492,threshold=0.14,steps_=24,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.69233353526043,2.71593131807217,3.34818696975708,1.74212002754211,threshold=0.14,steps_=24,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.51284901923938,1.55241092718611,3.20121502876281,1.53005886077880,threshold=0.14,steps_=24,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.77914573247379,2.84081671402828,4.19824290275573,1.78814196586608,threshold=0.14,steps_=24,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.90527722116102,1.92943551538498,4.17823886871337,1.59909391403198,threshold=0.14,steps_=24,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.91839201784456,2.96680864516545,5.26230406761169,1.89317989349365,threshold=0.14,steps_=24,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.17598264271316,2.17751061641418,5.03428816795349,1.65513586997985,threshold=0.14,steps_=24,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.94473766593546,2.99138740375867,6.23234200477600,1.90908288955688,threshold=0.14,steps_=24,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63328674181939,2.68424829201567,5.96734690666198,1.70413613319396,threshold=0.14,steps_=24,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.35307819648091,2.36868490999204,2.58014893531799,1.63213586807250,threshold=0.14,steps_=25,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,2.42709684371948,1.36612010002136,threshold=0.14,steps_=25,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.69292376520633,2.71716348085842,3.44415116310119,1.74714398384094,threshold=0.14,steps_=25,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.51284901923938,1.55241092718611,3.36219406127929,1.49711394309997,threshold=0.14,steps_=25,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.78734957542449,2.83897575482588,4.51721501350402,1.81714510917663,threshold=0.14,steps_=25,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.90527722116102,1.92943551538498,4.35325098037719,1.63809609413146,threshold=0.14,steps_=25,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.94551450973597,2.97519324403109,5.46131515502929,1.84514784812927,threshold=0.14,steps_=25,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.17598264271316,2.17751061641418,5.20630002021789,1.68214106559753,threshold=0.14,steps_=25,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.96233103580517,3.01550104970179,6.71038508415222,2.02616000175476,threshold=0.14,steps_=25,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63328674181939,2.68424829201567,6.25336194038391,1.70713686943054,threshold=0.14,steps_=25,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.37028658905630,2.39189869256882,2.60815000534057,1.63009500503540,threshold=0.14,steps_=26,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,2.45914101600646,1.36012101173400,threshold=0.14,steps_=26,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.68716428292101,2.71739788319341,3.55520510673522,1.73014092445373,threshold=0.14,steps_=26,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.51284901923938,1.55241092718611,3.35915303230285,1.50708794593811,threshold=0.14,steps_=26,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.82507678221212,2.86393986956889,4.60426592826843,1.79609799385070,threshold=0.14,steps_=26,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.98040210485817,2.00569249703471,4.30224800109863,1.59613299369812,threshold=0.14,steps_=26,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.92976134097154,2.98099263050932,5.58732008934021,1.87315297126770,threshold=0.14,steps_=26,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.24943621712075,2.26149565921223,5.30226111412048,1.64913392066955,threshold=0.14,steps_=26,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.96816775672085,3.03452625177197,6.64534187316894,1.91015195846557,threshold=0.14,steps_=26,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63328674181939,2.68424829201567,6.40439486503601,1.70607519149780,threshold=0.14,steps_=26,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.37028658905630,2.39189869256882,2.77912092208862,1.68109798431396,threshold=0.14,steps_=27,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,2.54114508628845,1.35912299156188,threshold=0.14,steps_=27,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.68716428292101,2.71739788319341,3.73221492767334,1.81110811233520,threshold=0.14,steps_=27,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.95359604037034,1.96874980187784,3.46718120574951,1.58909082412719,threshold=0.14,steps_=27,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.82956101236282,2.86292675636872,4.70927190780639,1.79714608192443,threshold=0.14,steps_=27,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.98040210485817,2.00569249703471,4.41225385665893,1.62913703918457,threshold=0.14,steps_=27,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.94559443741847,2.99566081708699,5.78429293632507,1.86012315750122,threshold=0.14,steps_=27,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.26033988686107,2.27022155317507,5.46231698989868,1.63809704780578,threshold=0.14,steps_=27,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.98909472526351,3.05440642980796,6.82434797286987,1.91415190696716,threshold=0.14,steps_=27,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63430530629746,2.68462502955352,6.99940395355224,1.74714112281799,threshold=0.14,steps_=27,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.37028658905630,2.39189869256882,2.84914016723632,1.75714397430419,threshold=0.14,steps_=28,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,2.66215395927429,1.40712118148803,threshold=0.14,steps_=28,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.67745899355647,2.72156399635031,3.91522598266601,1.76814413070678,threshold=0.14,steps_=28,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.95359604037034,1.96874980187784,3.73517203330993,1.60609483718872,threshold=0.14,steps_=28,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.85934475046808,2.88219752544824,5.20934510231018,1.84306287765502,threshold=0.14,steps_=28,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.04946175365667,2.06506051540350,4.80627703666687,1.62809514999389,threshold=0.14,steps_=28,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.95830252199739,2.99743344285134,6.27738904953002,1.88512396812438,threshold=0.14,steps_=28,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.26033988686107,2.27022155317507,5.70932984352111,1.65309309959411,threshold=0.14,steps_=28,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.98428911111508,3.05217429041257,7.12241101264953,1.93015003204345,threshold=0.14,steps_=28,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63430530629746,2.68462502955352,6.85139799118042,1.76914191246032,threshold=0.14,steps_=28,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.37028658905630,2.39189869256882,2.90019178390502,1.64111113548278,threshold=0.14,steps_=29,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,2.70615601539611,1.36612701416015,threshold=0.14,steps_=29,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.67801621568432,2.72452027195867,3.94718599319458,1.74914312362670,threshold=0.14,steps_=29,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.95359604037034,1.96874980187784,3.75817298889160,1.54409098625183,threshold=0.14,steps_=29,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.87593084679069,2.90206235387462,5.20830082893371,1.93615698814392,threshold=0.14,steps_=29,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.04946175365667,2.06506051540350,4.83126306533813,1.68211197853088,threshold=0.14,steps_=29,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.00115133540693,3.02295536481084,6.26938199996948,1.93410801887512,threshold=0.14,steps_=29,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.26033988686107,2.27022155317507,6.10637807846069,1.70111489295959,threshold=0.14,steps_=29,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.00095511795631,3.06628219239044,7.35935783386230,1.92515301704406,threshold=0.14,steps_=29,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63430530629746,2.68462502955352,7.13243699073791,1.76111912727355,threshold=0.14,steps_=29,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.44569930520195,2.45665381079285,3.13413810729980,1.70409893989562,threshold=0.14,steps_=30,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,2.86216497421264,1.37007999420166,threshold=0.14,steps_=30,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.67801621568432,2.72452027195867,4.06623411178588,1.77714300155639,threshold=0.14,steps_=30,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.00406122980565,2.01972816965067,4.17724204063415,1.66213703155517,threshold=0.14,steps_=30,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.87156036541451,2.89987957285523,5.34827017784118,1.85114884376525,threshold=0.14,steps_=30,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.05964298144679,2.07381175614991,4.97228503227233,1.60613489151000,threshold=0.14,steps_=30,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.05827334627351,3.05663474652085,6.51642489433288,1.93110513687133,threshold=0.14,steps_=30,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.30588892412145,2.31848083612310,6.71938681602478,1.86410713195800,threshold=0.14,steps_=30,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.02484060699316,3.08883288421288,7.85742497444152,1.99315810203552,threshold=0.14,steps_=30,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63202402720266,2.70238863875260,7.58843994140625,1.73709893226623,threshold=0.14,steps_=30,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.44569930520195,2.45665381079285,3.33519196510314,1.78110504150390,threshold=0.14,steps_=31,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,3.09517788887023,1.43012499809265,threshold=0.14,steps_=31,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.69313658888211,2.73156534829898,4.27724814414978,1.81014585494995,threshold=0.14,steps_=31,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.00695863223487,2.02746948466314,4.09823584556579,1.57809114456176,threshold=0.14,steps_=31,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.89288791377195,2.92029087153936,5.53231811523437,1.87815093994140,threshold=0.14,steps_=31,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07088813655716,2.07990608516642,5.20234298706054,1.63608407974243,threshold=0.14,steps_=31,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.04272790495714,3.06514428374562,6.52433490753173,1.89611101150512,threshold=0.14,steps_=31,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.30588892412145,2.31848083612310,6.18531107902526,1.65413403511047,threshold=0.14,steps_=31,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.05825704270198,3.10089763014126,7.80539298057556,1.93315386772155,threshold=0.14,steps_=31,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63202402720266,2.70238863875260,7.70644283294677,1.78111720085144,threshold=0.14,steps_=31,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.44854360072550,2.46064629776949,3.15512299537658,1.65113806724548,threshold=0.14,steps_=32,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,2.96017098426818,1.40813589096069,threshold=0.14,steps_=32,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.71828731005549,2.76827577469824,4.40521287918090,1.85814905166625,threshold=0.14,steps_=32,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.00695863223487,2.02746948466314,4.51726102828979,1.65409398078918,threshold=0.14,steps_=32,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.93148302499404,2.93812360822012,5.54232001304626,1.91011285781860,threshold=0.14,steps_=32,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07088813655716,2.07990608516642,5.33330702781677,1.63113784790039,threshold=0.14,steps_=32,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.07554831323792,3.08348187279516,6.95940089225769,2.06911897659301,threshold=0.14,steps_=32,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.30588892412145,2.31848083612310,7.18041491508483,1.82213091850280,threshold=0.14,steps_=32,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.09611649740207,3.13714335113838,8.12446904182434,1.95911383628845,threshold=0.14,steps_=32,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63202402720266,2.70238863875260,7.87345409393310,1.74813985824584,threshold=0.14,steps_=32,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.44854360072550,2.46064629776949,3.22818684577941,1.70414710044860,threshold=0.14,steps_=33,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94101831366675,0.94609457347230,3.06517601013183,1.41512298583984,threshold=0.14,steps_=33,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.73845412280414,2.78787644178990,4.81027698516845,1.92316198348999,threshold=0.14,steps_=33,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.00695863223487,2.02746948466314,4.17419600486755,1.59913492202758,threshold=0.14,steps_=33,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.94940092997681,2.94432389261707,6.14731001853942,1.97716188430786,threshold=0.14,steps_=33,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07088813655716,2.07990608516642,5.77133512496948,1.65813589096069,threshold=0.14,steps_=33,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.07345784569516,3.10166558675591,7.32738018035888,2.07811903953552,threshold=0.14,steps_=33,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.30588892412145,2.31848083612310,6.77139115333557,1.71311593055725,threshold=0.14,steps_=33,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.09578003187399,3.14833068740158,8.36952495574951,1.94610905647277,threshold=0.14,steps_=33,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63873336538869,2.70840366929748,8.11946892738342,1.82511997222900,threshold=0.14,steps_=33,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.41649286547004,2.42825105642722,3.31421899795532,1.69906997680664,threshold=0.14,steps_=34,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94458338198533,0.95228656993397,3.16117095947265,1.37313795089721,threshold=0.14,steps_=34,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.73845412280414,2.78787644178990,4.84527897834777,1.99011707305908,threshold=0.14,steps_=34,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.00695863223487,2.02746948466314,4.45925593376159,1.56009101867675,threshold=0.14,steps_=34,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.94676244026817,2.95560234672421,5.85137891769409,1.91310811042785,threshold=0.14,steps_=34,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07088813655716,2.07990608516642,5.52231788635253,1.60613512992858,threshold=0.14,steps_=34,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.06695232616531,3.09383850738560,7.23041486740112,1.96411299705505,threshold=0.14,steps_=34,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.30588892412145,2.31848083612310,7.26841902732849,1.81614303588867,threshold=0.14,steps_=34,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.14920544328759,3.19500703138033,9.07852292060852,1.99115514755249,threshold=0.14,steps_=34,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63954296860547,2.70930216879436,8.43448710441589,1.77814197540283,threshold=0.14,steps_=34,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.41649286547004,2.42825105642722,3.40519714355468,1.69509887695312,threshold=0.14,steps_=35,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.94458338198533,0.95228656993397,3.16913700103759,1.36712479591369,threshold=0.14,steps_=35,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.73845412280414,2.78787644178990,5.15829706192016,1.95411300659179,threshold=0.14,steps_=35,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.00695863223487,2.02746948466314,4.44122695922851,1.56013321876525,threshold=0.14,steps_=35,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.96592956857149,2.96532251089633,6.01634693145751,1.95218110084533,threshold=0.14,steps_=35,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07088813655716,2.07990608516642,6.34436488151550,1.74710297584533,threshold=0.14,steps_=35,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.07603445730912,3.09503773801853,7.48441886901855,1.93412709236145,threshold=0.14,steps_=35,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.30588892412145,2.31848083612310,7.01940703392028,1.71114206314086,threshold=0.14,steps_=35,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.15308799877098,3.19288889314150,9.53254890441894,2.19215488433837,threshold=0.14,steps_=35,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
