Classifier,Featurelist,CV_Score,PublicAMS,PrivateAMS,time_train,time_pred,Settings,None,None,None,None,None,None,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.82159662896781,2.87539928694703,37.7851369380950,2.37017989158630,threshold=0.14,steps_=190,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.82996257261906,2.89010602362461,39.8293159008026,2.41309905052185,threshold=0.14,steps_=200,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.64628328778173,2.72197620434714,12.2457058429718,1.88313603401184,threshold=0.14,steps_=50,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.65117996559970,2.73023236991635,14.5177960395812,1.93211197853088,threshold=0.14,steps_=60,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.68422179495219,2.74959048085770,16.6949188709259,2.03216004371643,threshold=0.14,steps_=70,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.70668900091654,2.77861694294971,19.3210549354553,2.12615108489990,threshold=0.14,steps_=80,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.71027831176174,2.77957530906801,21.9802680015563,2.10216999053955,threshold=0.14,steps_=90,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.70574796925022,2.78268805912076,23.8123710155487,2.12516498565673,threshold=0.14,steps_=100,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.71797319028923,2.79500434817921,26.2895591259002,2.15108299255371,threshold=0.14,steps_=110,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.72620748973095,2.79960754460673,28.6516518592834,2.20116591453552,threshold=0.14,steps_=120,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.74902264237398,2.81386107676729,31.0007300376892,2.28218603134155,threshold=0.14,steps_=130,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.76478303985767,2.83403199203636,33.4949760437011,2.34013199806213,threshold=0.14,steps_=140,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.78822076349560,2.85491987667704,36.0591337680816,2.37008213996887,threshold=0.14,steps_=150,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.79678361695117,2.85833169220773,39.8302950859069,2.43414187431335,threshold=0.14,steps_=160,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.81432218519384,2.88244783928912,43.0314791202545,2.56518578529357,threshold=0.14,steps_=170,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.84440210249385,2.89834088359903,45.3246130943298,2.54319000244140,threshold=0.14,steps_=180,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.86235142315986,2.91625994055284,47.2097539901733,2.58711886405944,threshold=0.14,steps_=190,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.88634058619063,2.94417982640725,50.5059099197387,2.79120302200317,threshold=0.14,steps_=200,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.83440788348950,2.87450512872576,14.3488209247589,2.05311703681945,threshold=0.14,steps_=50,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.85558175951936,2.90564042730519,17.0589199066162,2.00211620330810,threshold=0.14,steps_=60,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.88185704320585,2.90929427251787,19.9150829315185,2.10416197776794,threshold=0.14,steps_=70,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.89613020163088,2.94126461971597,23.0793578624725,2.18114089965820,threshold=0.14,steps_=80,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.90193705238486,2.94466281445224,28.2196269035339,2.25617098808288,threshold=0.14,steps_=90,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.93427582743577,2.96378905017656,30.6567690372467,2.73115682601928,threshold=0.14,steps_=100,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.92168861753357,2.94556235731379,31.6798250675201,2.34417605400085,threshold=0.14,steps_=110,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.93594199810557,2.95873614137401,35.8310639858245,2.55114698410034,threshold=0.14,steps_=120,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.95398750925114,2.97686834382611,38.9241869449615,2.66915512084960,threshold=0.14,steps_=130,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.95985074601764,2.98501788009195,41.2213759422302,2.63715195655822,threshold=0.14,steps_=140,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.97794182748878,2.99982472372327,45.6756329536438,2.65615701675415,threshold=0.14,steps_=150,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.98149484193681,3.02457393963264,46.0486159324646,2.80616402626037,threshold=0.14,steps_=160,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.99062459135522,3.04309610612864,51.7769861221313,3.03023004531860,threshold=0.14,steps_=170,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.01147826164734,3.07340551175674,52.0980310440063,3.12419295310974,threshold=0.14,steps_=180,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.03154398135722,3.08227389462538,55.0391731262207,3.17815899848938,threshold=0.14,steps_=190,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.03559324176016,3.09521667913921,57.3232891559600,3.26620388031005,threshold=0.14,steps_=200,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,2.95110509367663,3.00421022410410,16.5279510021209,2.04311800003051,threshold=0.14,steps_=50,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,2.98669353836437,3.02254753454549,19.7321100234985,2.14312410354614,threshold=0.14,steps_=60,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.01044426986129,3.04868183275841,23.1383349895477,2.20212817192077,threshold=0.14,steps_=70,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.03382457578070,3.07328906474475,26.4135479927063,2.26214599609375,threshold=0.14,steps_=80,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.05569172993710,3.08574594244216,30.6497349739074,2.37211084365844,threshold=0.14,steps_=90,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.07767437272321,3.09625228858963,33.0028429031372,2.42014002799987,threshold=0.14,steps_=100,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.08641873683867,3.11545563369453,36.1960690021514,2.46415901184082,threshold=0.14,steps_=110,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.07749827945154,3.13119903869794,39.4803040027618,2.59012413024902,threshold=0.14,steps_=120,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.10363397342153,3.15060201018454,43.2534520626068,2.69319486618042,threshold=0.14,steps_=130,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.10043074893407,3.15551924852838,46.2796938419342,2.73913311958313,threshold=0.14,steps_=140,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.11645787481227,3.16475218927636,50.0738868713378,2.99117898941040,threshold=0.14,steps_=150,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.12573764226390,3.17631340083728,53.5740869045257,3.02921605110168,threshold=0.14,steps_=160,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.13533797050208,3.18365854261782,60.5554809570312,3.27118897438049,threshold=0.14,steps_=170,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.14643763605699,3.20155752709543,62.4605360031127,3.28323006629943,threshold=0.14,steps_=180,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.15234941808683,3.20735544106355,63.2565901279449,3.39924502372741,threshold=0.14,steps_=190,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.15379103883995,3.21466413631031,71.3940749168396,3.62220907211303,threshold=0.14,steps_=200,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.04000415592955,3.11086453854421,19.0771670341491,2.1771080493927,threshold=0.14,steps_=50,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.06307760437114,3.11439078172302,22.7262158393859,2.27117514610290,threshold=0.14,steps_=60,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.08271666280449,3.12232431966492,27.3575780391693,2.56817388534545,threshold=0.14,steps_=70,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.10824502853086,3.15418740101978,32.0758500099182,2.48918700218200,threshold=0.14,steps_=80,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.12261282265069,3.16710462307933,35.6540181636810,2.85216498374938,threshold=0.14,steps_=90,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.13626198756123,3.19126369834798,38.9102320671081,2.64715290069580,threshold=0.14,steps_=100,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.14895883107967,3.20508038850656,41.6734011173248,2.73819804191589,threshold=0.14,steps_=110,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.15162123960787,3.22022830346157,45.5946478843689,2.88414406776428,threshold=0.14,steps_=120,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.15059005165190,3.22424750118238,51.6959419250488,3.44923996925354,threshold=0.14,steps_=130,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.17128391842253,3.23958802210471,56.5252149105072,3.29723215103149,threshold=0.14,steps_=140,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.17315673685641,3.25452432645907,58.3663640022277,3.33020901679992,threshold=0.14,steps_=150,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.16661168860530,3.25989105210352,60.7985050678253,3.42219591140747,threshold=0.14,steps_=160,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.18306794498552,3.26867536846014,66.8978850841522,3.58422088623046,threshold=0.14,steps_=170,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.19953695657311,3.27593746964318,70.3990590572357,3.74821591377258,threshold=0.14,steps_=180,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.21994922450154,3.29230387642761,72.349130153656,3.85826492309570,threshold=0.14,steps_=190,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.23882239158457,3.31271038884975,77.6794638633728,3.97422909736633,threshold=0.14,steps_=200,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.03559324176016,3.09521667913921,59.9194121360778,3.47624087333679,threshold=0.14,steps_=200,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.18227239769587,3.24836529971086,90.0901949405670,4.21328306198120,threshold=0.14,steps_=300,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.29166863685694,3.35653257837963,116.407688140869,5.07029390335083,threshold=0.14,steps_=400,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.40340935980937,3.44740020655605,147.952530145645,5.82037591934204,threshold=0.14,steps_=500,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.42560505222441,3.51342234172053,174.742074966430,6.85843610763549,threshold=0.14,steps_=600,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.48669389471178,3.56178664531384,204.221815109252,7.45139002799987,threshold=0.14,steps_=700,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.49072130259505,3.57782886270894,242.689990043640,9.26157712936401,threshold=0.14,steps_=800,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.15379103883995,3.21466413631031,67.7238650321960,3.82526302337646,threshold=0.14,steps_=200,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.20716675115871,3.27358488629743,85.9179530143737,4.33329200744628,threshold=0.14,steps_=250,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.29158678740062,3.32829443674768,105.852126836776,4.76129102706909,threshold=0.14,steps_=300,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.34233486105297,3.39705046542609,123.949146032333,5.45535588264465,threshold=0.14,steps_=350,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.41443378703657,3.45162452465124,135.157792091369,5.45431590080261,threshold=0.14,steps_=400,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.34231093333,3.43968696383040,3.49671645798246,150.837723970413,5.92035603523254,threshold=0.14,steps_=450,depth_=7,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.23882239158457,3.31271038884975,75.8693468570709,3.97727012634277,threshold=0.14,steps_=200,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.32467137073317,3.36085281183055,97.9495918750763,5.35930800437927,threshold=0.14,steps_=250,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.37177375114609,3.41666478068189,116.692668914794,5.34435105323791,threshold=0.14,steps_=300,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.42710854733923,3.46347263870675,136.462867021560,5.87533998489379,threshold=0.14,steps_=350,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.47824379205368,3.51785860203868,157.648076057434,6.72536110877990,threshold=0.14,steps_=400,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.3862673,3.48133056363560,3.55932124386962,184.354586839675,7.24945998191833,threshold=0.14,steps_=450,depth_=8,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.45522136667,3.31451418170774,3.33424169165619,556.774099826812,49.5259511470794,threshold=0.14,steps_=2500,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_2,2.46693416667,3.18715583335054,3.25550323645304,530.122497081756,50.8639719486236,threshold=0.14,steps_=2500,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_3,2.43247206667,3.47157346815660,3.53205952304992,722.242638826370,62.2985911369323,threshold=0.14,steps_=2500,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_4,2.4262338,3.46190441575867,3.52394210579549,630.245306968689,53.7681410312652,threshold=0.14,steps_=2500,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
